ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,1968,35,5,0.01342,0.06494,0.93506,  65 478,4251.9,316756.2,0.93274, 1 933 865,29.53,2.50
VN,704,Country/Area,920,1968,40,5,0.01452,0.07009,0.92991,  61 226,4291.2,295450.1,0.92564, 1 617 109,26.41,2.51
VN,704,Country/Area,920,1968,45,5,0.01665,0.07996,0.92004,  56 935,4552.4,273479.9,0.91131, 1 321 659,23.21,2.54
VN,704,Country/Area,920,1968,50,5,0.02080,0.09896,0.90104,  52 383,5183.6,249226.2,0.88946, 1 048 179,20.01,2.55
VN,704,Country/Area,920,1968,55,5,0.02638,0.12390,0.87610,  47 199,5848.0,221676.8,0.85745,  798 953,16.93,2.55
VN,704,Country/Area,920,1968,60,5,0.03609,0.16589,0.83411,  41 351,6859.8,190076.1,0.80543,  577 276,13.96,2.57
VN,704,Country/Area,920,1968,65,5,0.05155,0.22883,0.77117,  34 491,7892.6,153093.2,0.73038,  387 200,11.23,2.55
VN,704,Country/Area,920,1968,70,5,0.07544,0.31715,0.68285,  26 599,8435.7,111815.8,0.63855,  234 107,8.80,2.49
VN,704,Country/Area,920,1968,75,5,0.10663,0.41916,0.58084,  18 163,7613.4,71400.2,0.50943,  122 291,6.73,2.45
VN,704,Country/Area,920,1968,80,5,0.16983,0.58553,0.41447,  10 550,6177.3,36373.7,0.33766,  50 891,4.82,2.35
VN,704,Country/Area,920,1968,85,5,0.27311,0.76713,0.23287,  4 373,3354.3,12282.0,0.17142,  14 517,3.32,2.14
VN,704,Country/Area,920,1968,90,5,0.44196,0.91383,0.08617,  1 018,930.5,2105.4,0.06091,  2 235,2.20,1.79
VN,704,Country/Area,920,1968,95,5,0.67147,0.98144,0.01856,   88,86.1,128.2,0.01254,   130,1.48,1.39
VN,704,Country/Area,920,1968,100,-1,1.00000,1.00000,0,   2,1.6,1.6,0,   2,1.00,1.00
VN,704,Country/Area,920,1969,0,1,0.07711,0.07291,0.92709,  100 000,7290.6,94547.4,0.90993, 4 965 324,49.65,0.25
VN,704,Country/Area,920,1969,1,4,0.01269,0.04934,0.95066,  92 709,4574.6,360418.2,0.95310, 4 870 776,52.54,1.72
VN,704,Country/Area,920,1969,5,5,0.00575,0.02829,0.97171,  88 135,2493.1,433628.2,0.97910, 4 510 358,51.18,2.17
VN,704,Country/Area,920,1969,10,5,0.00346,0.01715,0.98285,  85 642,1469.0,424564.0,0.97729, 4 076 730,47.60,2.52
VN,704,Country/Area,920,1969,15,5,0.00654,0.03221,0.96779,  84 173,2711.6,414921.9,0.95540, 3 652 166,43.39,2.81
VN,704,Country/Area,920,1969,20,5,0.01119,0.05446,0.94554,  81 461,4436.0,396415.2,0.94379, 3 237 244,39.74,2.55
VN,704,Country/Area,920,1969,25,5,0.01160,0.05633,0.94367,  77 025,4338.6,374131.7,0.94497, 2 840 829,36.88,2.47
VN,704,Country/Area,920,1969,30,5,0.01110,0.05398,0.94602,  72 687,3923.7,353544.5,0.94510, 2 466 697,33.94,2.48
VN,704,Country/Area,920,1969,35,5,0.01162,0.05647,0.94353,  68 763,3882.9,334135.0,0.94104, 2 113 152,30.73,2.51
VN,704,Country/Area,920,1969,40,5,0.01278,0.06192,0.93808,  64 880,4017.1,314434.9,0.93394, 1 779 017,27.42,2.52
VN,704,Country/Area,920,1969,45,5,0.01480,0.07143,0.92857,  60 863,4347.6,293662.1,0.92007, 1 464 583,24.06,2.55
VN,704,Country/Area,920,1969,50,5,0.01880,0.08986,0.91014,  56 515,5078.4,270189.8,0.89919, 1 170 920,20.72,2.56
VN,704,Country/Area,920,1969,55,5,0.02401,0.11339,0.88661,  51 437,5832.6,242951.5,0.86850,  900 731,17.51,2.56
VN,704,Country/Area,920,1969,60,5,0.03332,0.15418,0.84582,  45 604,7031.2,211003.8,0.81790,  657 779,14.42,2.58
VN,704,Country/Area,920,1969,65,5,0.04811,0.21527,0.78473,  38 573,8303.5,172579.5,0.74458,  446 775,11.58,2.56
VN,704,Country/Area,920,1969,70,5,0.07131,0.30272,0.69728,  30 270,9163.2,128499.5,0.65090,  274 196,9.06,2.51
VN,704,Country/Area,920,1969,75,5,0.10309,0.40854,0.59146,  21 106,8622.8,83639.9,0.52105,  145 696,6.90,2.46
VN,704,Country/Area,920,1969,80,5,0.16363,0.57122,0.42878,  12 484,7131.0,43580.3,0.35297,  62 056,4.97,2.36
VN,704,Country/Area,920,1969,85,5,0.26101,0.75008,0.24992,  5 353,4015.0,15382.6,0.18710,  18 476,3.45,2.17
VN,704,Country/Area,920,1969,90,5,0.41793,0.89915,0.10085,  1 338,1202.8,2878.0,0.07346,  3 094,2.31,1.83
VN,704,Country/Area,920,1969,95,5,0.62030,0.97209,0.02791,   135,131.1,211.4,0.01916,   216,1.60,1.47
VN,704,Country/Area,920,1969,100,-1,0.91149,1.00000,0,   4,3.8,4.1,0,   4,1.10,1.10
VN,704,Country/Area,920,1970,0,1,0.07653,0.07238,0.92762,  100 000,7237.9,94575.9,0.91056, 4 971 985,49.72,0.25
VN,704,Country/Area,920,1970,1,4,0.01259,0.04896,0.95104,  92 762,4542.0,360702.8,0.95346, 4 877 409,52.58,1.72
VN,704,Country/Area,920,1970,5,5,0.00572,0.02812,0.97188,  88 220,2481.2,434091.2,0.97920, 4 516 706,51.20,2.17
VN,704,Country/Area,920,1970,10,5,0.00344,0.01708,0.98292,  85 739,1464.3,425064.0,0.97734, 4 082 615,47.62,2.52
VN,704,Country/Area,920,1970,15,5,0.00653,0.03220,0.96780,  84 275,2713.6,415430.6,0.95538, 3 657 551,43.40,2.81
VN,704,Country/Area,920,1970,20,5,0.01120,0.05449,0.94551,  81 561,4444.0,396895.2,0.94376, 3 242 120,39.75,2.54
VN,704,Country/Area,920,1970,25,5,0.01160,0.05635,0.94365,  77 117,4345.8,374573.2,0.94496, 2 845 225,36.89,2.47
VN,704,Country/Area,920,1970,30,5,0.01110,0.05398,0.94602,  72 771,3927.9,353957.1,0.94512, 2 470 652,33.95,2.48
VN,704,Country/Area,920,1970,35,5,0.01161,0.05644,0.94356,  68 843,3885.2,334531.6,0.94109, 2 116 695,30.75,2.51
VN,704,Country/Area,920,1970,40,5,0.01276,0.06185,0.93815,  64 958,4017.4,314824.8,0.93402, 1 782 163,27.44,2.52
VN,704,Country/Area,920,1970,45,5,0.01478,0.07134,0.92866,  60 941,4347.5,294052.3,0.92017, 1 467 338,24.08,2.55
VN,704,Country/Area,920,1970,50,5,0.01877,0.08975,0.91025,  56 593,5079.5,270577.8,0.89931, 1 173 286,20.73,2.56
VN,704,Country/Area,920,1970,55,5,0.02398,0.11325,0.88675,  51 514,5834.0,243332.9,0.86867,  902 708,17.52,2.56
VN,704,Country/Area,920,1970,60,5,0.03328,0.15399,0.84601,  45 680,7034.3,211375.3,0.81810,  659 375,14.43,2.58
VN,704,Country/Area,920,1970,65,5,0.04805,0.21502,0.78498,  38 646,8309.7,172927.0,0.74488,  448 000,11.59,2.56
VN,704,Country/Area,920,1970,70,5,0.07121,0.30235,0.69765,  30 336,9172.0,128809.8,0.65131,  275 073,9.07,2.51
VN,704,Country/Area,920,1970,75,5,0.10294,0.40806,0.59194,  21 164,8636.0,83895.5,0.52160,  146 263,6.91,2.46
VN,704,Country/Area,920,1970,80,5,0.16334,0.57054,0.42946,  12 528,7147.7,43760.2,0.35370,  62 368,4.98,2.36
VN,704,Country/Area,920,1970,85,5,0.26043,0.74925,0.25075,  5 380,4031.1,15478.2,0.18790,  18 607,3.46,2.17
VN,704,Country/Area,920,1970,90,5,0.41668,0.89828,0.10172,  1 349,1211.8,2908.3,0.07440,  3 129,2.32,1.83
VN,704,Country/Area,920,1970,95,5,0.61566,0.97067,0.02933,   137,133.2,216.4,0.02056,   221,1.61,1.47
VN,704,Country/Area,920,1970,100,-1,0.88629,1.00000,0,   4,4.0,4.5,0,   5,1.13,1.13
VN,704,Country/Area,920,1971,0,1,0.07515,0.07113,0.92887,  100 000,7112.8,94644.0,0.91237, 5 039 943,50.40,0.25
VN,704,Country/Area,920,1971,1,4,0.01217,0.04737,0.95263,  92 887,4400.0,361539.7,0.95493, 4 945 299,53.24,1.73
VN,704,Country/Area,920,1971,5,5,0.00554,0.02725,0.97275,  88 487,2411.5,435622.3,0.97986, 4 583 760,51.80,2.17
VN,704,Country/Area,920,1971,10,5,0.00334,0.01654,0.98346,  86 076,1423.6,426847.1,0.97814, 4 148 137,48.19,2.52
VN,704,Country/Area,920,1971,15,5,0.00628,0.03096,0.96904,  84 652,2620.6,417515.4,0.95722, 3 721 290,43.96,2.81
VN,704,Country/Area,920,1971,20,5,0.01071,0.05216,0.94784,  82 031,4278.9,399654.7,0.94616, 3 303 775,40.27,2.55
VN,704,Country/Area,920,1971,25,5,0.01110,0.05396,0.94604,  77 753,4195.6,378137.7,0.94723, 2 904 120,37.35,2.47
VN,704,Country/Area,920,1971,30,5,0.01065,0.05184,0.94816,  73 557,3813.1,358181.8,0.94724, 2 525 982,34.34,2.48
VN,704,Country/Area,920,1971,35,5,0.01116,0.05430,0.94570,  69 744,3787.3,339285.7,0.94322, 2 167 800,31.08,2.51
VN,704,Country/Area,920,1971,40,5,0.01231,0.05972,0.94028,  65 957,3938.8,320020.0,0.93620, 1 828 515,27.72,2.52
VN,704,Country/Area,920,1971,45,5,0.01430,0.06908,0.93092,  62 018,4284.0,299603.9,0.92251, 1 508 495,24.32,2.55
VN,704,Country/Area,920,1971,50,5,0.01824,0.08731,0.91269,  57 734,5041.0,276386.5,0.90194, 1 208 891,20.94,2.56
VN,704,Country/Area,920,1971,55,5,0.02333,0.11039,0.88961,  52 693,5816.7,249283.2,0.87172,  932 504,17.70,2.56
VN,704,Country/Area,920,1971,60,5,0.03251,0.15073,0.84927,  46 876,7065.6,217304.1,0.82161,  683 221,14.58,2.58
VN,704,Country/Area,920,1971,65,5,0.04709,0.21116,0.78884,  39 811,8406.5,178539.2,0.74902,  465 917,11.70,2.56
VN,704,Country/Area,920,1971,70,5,0.06998,0.29800,0.70200,  31 404,9358.4,133729.4,0.65527,  287 378,9.15,2.51
VN,704,Country/Area,920,1971,75,5,0.10173,0.40437,0.59563,  22 046,8914.6,87629.2,0.52559,  153 649,6.97,2.46
VN,704,Country/Area,920,1971,80,5,0.16131,0.56579,0.43421,  13 131,7429.4,46057.5,0.35870,  66 019,5.03,2.36
VN,704,Country/Area,920,1971,85,5,0.25670,0.74381,0.25619,  5 702,4241.0,16520.9,0.19282,  19 962,3.50,2.17
VN,704,Country/Area,920,1971,90,5,0.40984,0.89378,0.10622,  1 461,1305.6,3185.6,0.07828,  3 441,2.36,1.85
VN,704,Country/Area,920,1971,95,5,0.60187,0.96724,0.03276,   155,150.1,249.4,0.02345,   255,1.65,1.49
VN,704,Country/Area,920,1971,100,-1,0.84890,1.00000,0,   5,5.1,6.0,0,   6,1.18,1.18
VN,704,Country/Area,920,1972,0,1,0.08079,0.07625,0.92375,  100 000,7624.6,94370.8,0.90356, 4 604 811,46.05,0.26
VN,704,Country/Area,920,1972,1,4,0.01468,0.05679,0.94321,  92 375,5245.7,357410.6,0.94701, 4 510 440,48.83,1.70
VN,704,Country/Area,920,1972,5,5,0.00646,0.03173,0.96827,  87 130,2764.7,427841.9,0.97644, 4 153 029,47.66,2.18
VN,704,Country/Area,920,1972,10,5,0.00396,0.01960,0.98040,  84 365,1653.8,417761.7,0.97252, 3 725 187,44.16,2.54
VN,704,Country/Area,920,1972,15,5,0.00827,0.04060,0.95940,  82 711,3358.0,406279.8,0.94241, 3 307 426,39.99,2.83
VN,704,Country/Area,920,1972,20,5,0.01474,0.07110,0.92890,  79 353,5641.8,382882.1,0.92665, 2 901 146,36.56,2.54
VN,704,Country/Area,920,1972,25,5,0.01524,0.07335,0.92665,  73 711,5406.7,354796.9,0.92908, 2 518 264,34.16,2.46
VN,704,Country/Area,920,1972,30,5,0.01423,0.06866,0.93134,  68 305,4690.0,329635.8,0.93073, 2 163 467,31.67,2.47
VN,704,Country/Area,920,1972,35,5,0.01465,0.07065,0.92935,  63 615,4494.3,306802.9,0.92724, 1 833 831,28.83,2.49
VN,704,Country/Area,920,1972,40,5,0.01566,0.07537,0.92463,  59 120,4456.0,284481.0,0.92035, 1 527 028,25.83,2.50
VN,704,Country/Area,920,1972,45,5,0.01782,0.08534,0.91466,  54 664,4664.8,261822.0,0.90582, 1 242 547,22.73,2.53
VN,704,Country/Area,920,1972,50,5,0.02206,0.10463,0.89537,  50 000,5231.6,237164.5,0.88345,  980 725,19.61,2.55
VN,704,Country/Area,920,1972,55,5,0.02784,0.13032,0.86968,  44 768,5833.9,209521.8,0.85080,  743 561,16.61,2.55
VN,704,Country/Area,920,1972,60,5,0.03775,0.17285,0.82715,  38 934,6729.6,178261.6,0.79811,  534 039,13.72,2.56
VN,704,Country/Area,920,1972,65,5,0.05357,0.23666,0.76334,  32 204,7621.5,142272.3,0.72246,  355 777,11.05,2.54
VN,704,Country/Area,920,1972,70,5,0.07767,0.32475,0.67525,  24 583,7983.2,102786.3,0.63274,  213 505,8.69,2.48
VN,704,Country/Area,920,1972,75,5,0.10803,0.42326,0.57674,  16 600,7026.0,65037.5,0.50526,  110 719,6.67,2.44
VN,704,Country/Area,920,1972,80,5,0.17209,0.59066,0.40934,  9 574,5654.8,32860.5,0.33204,  45 681,4.77,2.35
VN,704,Country/Area,920,1972,85,5,0.27786,0.77363,0.22637,  3 919,3031.7,10911.2,0.16539,  12 821,3.27,2.14
VN,704,Country/Area,920,1972,90,5,0.45171,0.91890,0.08110,   887,815.2,1804.6,0.05750,  1 910,2.15,1.77
VN,704,Country/Area,920,1972,95,5,0.68065,0.98162,0.01838,   72,70.6,103.8,0.01288,   105,1.46,1.38
VN,704,Country/Area,920,1972,100,-1,0.97618,1.00000,0,   1,1.3,1.4,0,   1,1.02,1.02
VN,704,Country/Area,920,1973,0,1,0.07414,0.07021,0.92979,  100 000,7020.7,94694.7,0.91333, 5 028 353,50.28,0.24
VN,704,Country/Area,920,1973,1,4,0.01207,0.04700,0.95300,  92 979,4370.2,361971.5,0.95530, 4 933 659,53.06,1.72
VN,704,Country/Area,920,1973,5,5,0.00551,0.02715,0.97285,  88 609,2405.8,436254.3,0.97990, 4 571 687,51.59,2.18
VN,704,Country/Area,920,1973,10,5,0.00334,0.01655,0.98345,  86 203,1426.7,427483.6,0.97791, 4 135 433,47.97,2.52
VN,704,Country/Area,920,1973,15,5,0.00639,0.03150,0.96850,  84 777,2670.7,418040.6,0.95629, 3 707 949,43.74,2.81
VN,704,Country/Area,920,1973,20,5,0.01096,0.05339,0.94661,  82 106,4383.2,399768.5,0.94491, 3 289 909,40.07,2.54
VN,704,Country/Area,920,1973,25,5,0.01136,0.05520,0.94480,  77 723,4290.4,377743.8,0.94610, 2 890 140,37.19,2.47
VN,704,Country/Area,920,1973,30,5,0.01086,0.05284,0.94716,  73 432,3880.4,357382.0,0.94629, 2 512 396,34.21,2.48
VN,704,Country/Area,920,1973,35,5,0.01136,0.05521,0.94479,  69 552,3840.3,338187.2,0.94237, 2 155 014,30.98,2.51
VN,704,Country/Area,920,1973,40,5,0.01247,0.06049,0.93951,  65 712,3975.1,318698.6,0.93545, 1 816 827,27.65,2.52
VN,704,Country/Area,920,1973,45,5,0.01446,0.06982,0.93018,  61 736,4310.5,298127.3,0.92176, 1 498 129,24.27,2.55
VN,704,Country/Area,920,1973,50,5,0.01840,0.08806,0.91194,  57 426,5057.1,274803.2,0.90116, 1 200 001,20.90,2.56
VN,704,Country/Area,920,1973,55,5,0.02351,0.11119,0.88881,  52 369,5822.8,247642.1,0.87093,  925 198,17.67,2.56
VN,704,Country/Area,920,1973,60,5,0.03270,0.15151,0.84849,  46 546,7052.1,215679.1,0.82083,  677 556,14.56,2.58
VN,704,Country/Area,920,1973,65,5,0.04728,0.21194,0.78806,  39 494,8370.3,177036.0,0.74835,  461 877,11.69,2.56
VN,704,Country/Area,920,1973,70,5,0.07011,0.29843,0.70157,  31 124,9288.2,132485.1,0.65538,  284 841,9.15,2.51
VN,704,Country/Area,920,1973,75,5,0.10152,0.40369,0.59631,  21 835,8814.8,86828.3,0.52636,  152 356,6.98,2.46
VN,704,Country/Area,920,1973,80,5,0.16099,0.56506,0.43494,  13 021,7357.5,45702.8,0.35917,  65 528,5.03,2.36
VN,704,Country/Area,920,1973,85,5,0.25660,0.74377,0.25623,  5 663,4212.1,16415.2,0.19243,  19 825,3.50,2.17
VN,704,Country/Area,920,1973,90,5,0.41098,0.89462,0.10538,  1 451,1298.2,3158.7,0.07755,  3 410,2.35,1.84
VN,704,Country/Area,920,1973,95,5,0.60393,0.96755,0.03245,   153,147.9,245.0,0.02335,   251,1.64,1.49
VN,704,Country/Area,920,1973,100,-1,0.84703,1.00000,0,   5,5.0,5.9,0,   6,1.18,1.18
VN,704,Country/Area,920,1974,0,1,0.07510,0.07108,0.92892,  100 000,7107.6,94646.9,0.91152, 4 909 694,49.10,0.25
VN,704,Country/Area,920,1974,1,4,0.01267,0.04925,0.95075,  92 892,4574.6,361111.1,0.95352, 4 815 047,51.83,1.71
VN,704,Country/Area,920,1974,5,5,0.00572,0.02814,0.97186,  88 318,2485.5,434574.7,0.97913, 4 453 936,50.43,2.18
VN,704,Country/Area,920,1974,10,5,0.00348,0.01728,0.98272,  85 832,1482.8,425503.5,0.97643, 4 019 361,46.83,2.53
VN,704,Country/Area,920,1974,15,5,0.00693,0.03415,0.96585,  84 350,2880.2,415474.8,0.95216, 3 593 858,42.61,2.82
VN,704,Country/Area,920,1974,20,5,0.01209,0.05869,0.94131,  81 469,4781.6,395599.2,0.93944, 3 178 383,39.01,2.54
VN,704,Country/Area,920,1974,25,5,0.01251,0.06063,0.93937,  76 688,4649.5,371642.0,0.94104, 2 782 784,36.29,2.46
VN,704,Country/Area,920,1974,30,5,0.01184,0.05750,0.94250,  72 038,4142.3,349730.4,0.94174, 2 411 142,33.47,2.47
VN,704,Country/Area,920,1974,35,5,0.01231,0.05970,0.94030,  67 896,4053.3,329355.1,0.93802, 2 061 411,30.36,2.50
VN,704,Country/Area,920,1974,40,5,0.01337,0.06472,0.93528,  63 843,4132.1,308942.7,0.93119, 1 732 056,27.13,2.51
VN,704,Country/Area,920,1974,45,5,0.01540,0.07418,0.92582,  59 711,4429.2,287684.0,0.91730, 1 423 114,23.83,2.55
VN,704,Country/Area,920,1974,50,5,0.01942,0.09269,0.90731,  55 281,5123.8,263893.5,0.89624, 1 135 430,20.54,2.56
VN,704,Country/Area,920,1974,55,5,0.02470,0.11648,0.88352,  50 158,5842.1,236511.1,0.86541,  871 536,17.38,2.56
VN,704,Country/Area,920,1974,60,5,0.03406,0.15733,0.84267,  44 316,6972.0,204678.3,0.81466,  635 025,14.33,2.58
VN,704,Country/Area,920,1974,65,5,0.04896,0.21860,0.78140,  37 344,8163.3,166743.7,0.74148,  430 347,11.52,2.55
VN,704,Country/Area,920,1974,70,5,0.07204,0.30523,0.69477,  29 180,8906.6,123637.1,0.64987,  263 603,9.03,2.50
VN,704,Country/Area,920,1974,75,5,0.10297,0.40808,0.59192,  20 274,8273.3,80347.9,0.52152,  139 966,6.90,2.46
VN,704,Country/Area,920,1974,80,5,0.16358,0.57118,0.42882,  12 000,6854.3,41903.3,0.35254,  59 618,4.97,2.36
VN,704,Country/Area,920,1974,85,5,0.26169,0.75123,0.24877,  5 146,3865.8,14772.5,0.18550,  17 715,3.44,2.17
VN,704,Country/Area,920,1974,90,5,0.42094,0.90105,0.09895,  1 280,1153.5,2740.3,0.07220,  2 942,2.30,1.83
VN,704,Country/Area,920,1974,95,5,0.62200,0.97151,0.02849,   127,123.1,197.8,0.02030,   202,1.59,1.46
VN,704,Country/Area,920,1974,100,-1,0.88005,1.00000,0,   4,3.6,4.1,0,   4,1.14,1.14
VN,704,Country/Area,920,1975,0,1,0.06420,0.06113,0.93887,  100 000,6113.1,95221.1,0.92780, 5 742 631,57.43,0.22
VN,704,Country/Area,920,1975,1,4,0.00843,0.03309,0.96691,  93 887,3107.2,368676.7,0.96710, 5 647 410,60.15,1.79
VN,704,Country/Area,920,1975,5,5,0.00416,0.02053,0.97947,  90 780,1864.1,448635.1,0.98487, 5 278 733,58.15,2.18
VN,704,Country/Area,920,1975,10,5,0.00245,0.01219,0.98781,  88 916,1083.8,441849.3,0.98551, 4 830 098,54.32,2.48
VN,704,Country/Area,920,1975,15,5,0.00378,0.01874,0.98126,  87 832,1645.8,435448.2,0.97590, 4 388 249,49.96,2.75
VN,704,Country/Area,920,1975,20,5,0.00574,0.02830,0.97170,  86 186,2439.3,424952.1,0.97079, 3 952 801,45.86,2.55
VN,704,Country/Area,920,1975,25,5,0.00598,0.02948,0.97052,  83 747,2468.8,412538.8,0.97017, 3 527 849,42.13,2.49
VN,704,Country/Area,920,1975,30,5,0.00619,0.03047,0.96953,  81 278,2476.6,400231.0,0.96829, 3 115 310,38.33,2.51
VN,704,Country/Area,920,1975,35,5,0.00679,0.03338,0.96662,  78 801,2630.0,387541.6,0.96378, 2 715 079,34.45,2.54
VN,704,Country/Area,920,1975,40,5,0.00804,0.03944,0.96056,  76 171,3003.9,373505.2,0.95684, 2 327 537,30.56,2.55
VN,704,Country/Area,920,1975,45,5,0.00980,0.04785,0.95215,  73 167,3501.3,357384.0,0.94431, 1 954 032,26.71,2.59
VN,704,Country/Area,920,1975,50,5,0.01335,0.06467,0.93533,  69 666,4505.1,337480.6,0.92622, 1 596 648,22.92,2.59
VN,704,Country/Area,920,1975,55,5,0.01753,0.08410,0.91590,  65 161,5480.3,312581.4,0.89944, 1 259 167,19.32,2.59
VN,704,Country/Area,920,1975,60,5,0.02576,0.12133,0.87867,  59 681,7241.1,281149.3,0.85299,  946 586,15.86,2.62
VN,704,Country/Area,920,1975,65,5,0.03869,0.17693,0.82307,  52 440,9278.0,239818.6,0.78513,  665 437,12.69,2.59
VN,704,Country/Area,920,1975,70,5,0.05985,0.26110,0.73890,  43 162,11269.4,188287.8,0.68711,  425 618,9.86,2.56
VN,704,Country/Area,920,1975,75,5,0.09285,0.37665,0.62335,  31 892,12012.0,129374.7,0.55552,  237 330,7.44,2.50
VN,704,Country/Area,920,1975,80,5,0.14647,0.52951,0.47049,  19 880,10526.7,71869.8,0.39780,  107 956,5.43,2.38
VN,704,Country/Area,920,1975,85,5,0.22899,0.69994,0.30006,  9 353,6546.9,28589.6,0.23420,  36 086,3.86,2.22
VN,704,Country/Area,920,1975,90,5,0.35780,0.85359,0.14641,  2 807,2395.7,6695.6,0.11375,  7 496,2.67,1.94
VN,704,Country/Area,920,1975,95,5,0.50517,0.93633,0.06367,   411,384.7,761.6,0.04871,   801,1.95,1.64
VN,704,Country/Area,920,1975,100,-1,0.67087,1.00000,0,   26,26.2,39.0,0,   39,1.49,1.49
VN,704,Country/Area,920,1976,0,1,0.06137,0.05854,0.94146,  100 000,5853.8,95380.2,0.93178, 5 949 545,59.50,0.21
VN,704,Country/Area,920,1976,1,4,0.00749,0.02946,0.97054,  94 146,2773.3,370509.3,0.97030, 5 854 165,62.18,1.81
VN,704,Country/Area,920,1976,5,5,0.00377,0.01864,0.98136,  91 373,1703.0,452054.2,0.98629, 5 483 656,60.01,2.18
VN,704,Country/Area,920,1976,10,5,0.00221,0.01099,0.98901,  89 670,985.2,445858.2,0.98743, 5 031 601,56.11,2.47
VN,704,Country/Area,920,1976,15,5,0.00315,0.01564,0.98436,  88 685,1387.2,440255.3,0.98059, 4 585 743,51.71,2.72
VN,704,Country/Area,920,1976,20,5,0.00451,0.02231,0.97769,  87 298,1947.8,431712.0,0.97698, 4 145 488,47.49,2.55
VN,704,Country/Area,920,1976,25,5,0.00472,0.02332,0.97668,  85 350,1990.3,421774.2,0.97595, 3 713 776,43.51,2.50
VN,704,Country/Area,920,1976,30,5,0.00507,0.02505,0.97495,  83 359,2088.5,411631.3,0.97365, 3 292 002,39.49,2.53
VN,704,Country/Area,920,1976,35,5,0.00568,0.02803,0.97197,  81 271,2277.8,400785.3,0.96907, 2 880 371,35.44,2.56
VN,704,Country/Area,920,1976,40,5,0.00695,0.03419,0.96581,  78 993,2700.5,388388.4,0.96221, 2 479 585,31.39,2.56
VN,704,Country/Area,920,1976,45,5,0.00864,0.04231,0.95769,  76 293,3227.8,373709.9,0.95003, 2 091 197,27.41,2.60
VN,704,Country/Area,920,1976,50,5,0.01208,0.05870,0.94130,  73 065,4288.8,355035.7,0.93265, 1 717 487,23.51,2.60
VN,704,Country/Area,920,1976,55,5,0.01602,0.07711,0.92289,  68 776,5303.2,331124.9,0.90688, 1 362 451,19.81,2.59
VN,704,Country/Area,920,1976,60,5,0.02397,0.11338,0.88662,  63 473,7196.8,300292.0,0.86155, 1 031 326,16.25,2.63
VN,704,Country/Area,920,1976,65,5,0.03644,0.16751,0.83249,  56 276,9426.9,258717.5,0.79521,  731 034,12.99,2.60
VN,704,Country/Area,920,1976,70,5,0.05707,0.25060,0.74940,  46 849,11740.4,205733.6,0.69648,  472 317,10.08,2.57
VN,704,Country/Area,920,1976,75,5,0.09019,0.36811,0.63189,  35 109,12923.8,143289.3,0.56471,  266 583,7.59,2.50
VN,704,Country/Area,920,1976,80,5,0.14218,0.51859,0.48141,  22 185,11504.8,80917.0,0.40942,  123 294,5.56,2.39
VN,704,Country/Area,920,1976,85,5,0.22149,0.68705,0.31295,  10 680,7337.8,33128.6,0.24652,  42 377,3.97,2.24
VN,704,Country/Area,920,1976,90,5,0.34432,0.84135,0.15865,  3 342,2812.0,8166.8,0.12483,  9 248,2.77,1.96
VN,704,Country/Area,920,1976,95,5,0.48169,0.92609,0.07391,   530,491.1,1019.5,0.05719,  1 081,2.04,1.68
VN,704,Country/Area,920,1976,100,-1,0.63379,1.00000,0,   39,39.2,61.8,0,   62,1.58,1.58
VN,704,Country/Area,920,1977,0,1,0.06028,0.05753,0.94247,  100 000,5753.5,95442.7,0.93300, 5 982 806,59.83,0.21
VN,704,Country/Area,920,1977,1,4,0.00729,0.02869,0.97131,  94 247,2703.8,371059.0,0.97114, 5 887 364,62.47,1.81
VN,704,Country/Area,920,1977,5,5,0.00365,0.01807,0.98193,  91 543,1654.6,453038.5,0.98671, 5 516 305,60.26,2.17
VN,704,Country/Area,920,1977,10,5,0.00215,0.01068,0.98932,  89 888,960.2,447015.5,0.98772, 5 063 266,56.33,2.47
VN,704,Country/Area,920,1977,15,5,0.00309,0.01534,0.98466,  88 928,1364.0,441526.9,0.98096, 4 616 251,51.91,2.72
VN,704,Country/Area,920,1977,20,5,0.00443,0.02189,0.97811,  87 564,1916.7,433118.9,0.97743, 4 174 724,47.68,2.55
VN,704,Country/Area,920,1977,25,5,0.00463,0.02287,0.97713,  85 647,1958.6,423341.9,0.97641, 3 741 605,43.69,2.50
VN,704,Country/Area,920,1977,30,5,0.00498,0.02458,0.97542,  83 689,2056.8,413356.0,0.97416, 3 318 263,39.65,2.53
VN,704,Country/Area,920,1977,35,5,0.00557,0.02748,0.97252,  81 632,2243.4,402675.2,0.96966, 2 904 907,35.59,2.56
VN,704,Country/Area,920,1977,40,5,0.00682,0.03355,0.96645,  79 388,2663.1,390457.8,0.96290, 2 502 232,31.52,2.56
VN,704,Country/Area,920,1977,45,5,0.00848,0.04157,0.95843,  76 725,3189.5,375971.0,0.95081, 2 111 774,27.52,2.60
VN,704,Country/Area,920,1977,50,5,0.01191,0.05788,0.94212,  73 536,4256.2,357475.1,0.93356, 1 735 803,23.60,2.60
