ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,1987,15,5,0.00086,0.00427,0.99573,  94 506,403.7,471580.7,0.99487, 5 785 698,61.22,2.65
VN,704,Country/Area,920,1987,20,5,0.00120,0.00598,0.99402,  94 102,562.5,469161.7,0.99341, 5 314 117,56.47,2.60
VN,704,Country/Area,920,1987,25,5,0.00142,0.00709,0.99291,  93 540,662.9,466068.5,0.99256, 4 844 955,51.80,2.54
VN,704,Country/Area,920,1987,30,5,0.00156,0.00775,0.99225,  92 877,719.5,462600.7,0.99177, 4 378 887,47.15,2.52
VN,704,Country/Area,920,1987,35,5,0.00183,0.00910,0.99090,  92 157,838.8,458792.8,0.98896, 3 916 286,42.50,2.62
VN,704,Country/Area,920,1987,40,5,0.00265,0.01316,0.98684,  91 318,1201.8,453726.1,0.98509, 3 457 493,37.86,2.62
VN,704,Country/Area,920,1987,45,5,0.00341,0.01691,0.98309,  90 117,1524.3,446962.0,0.97902, 3 003 767,33.33,2.62
VN,704,Country/Area,920,1987,50,5,0.00522,0.02581,0.97419,  88 592,2286.1,437582.9,0.96973, 2 556 805,28.86,2.65
VN,704,Country/Area,920,1987,55,5,0.00712,0.03503,0.96497,  86 306,3023.3,424336.6,0.95591, 2 119 222,24.55,2.62
VN,704,Country/Area,920,1987,60,5,0.01156,0.05629,0.94371,  83 283,4687.9,405626.6,0.92651, 1 694 886,20.35,2.70
VN,704,Country/Area,920,1987,65,5,0.01958,0.09364,0.90636,  78 595,7359.8,375817.6,0.87839, 1 289 259,16.40,2.67
VN,704,Country/Area,920,1987,70,5,0.03360,0.15573,0.84427,  71 235,11093.4,330115.8,0.80067,  913 442,12.82,2.65
VN,704,Country/Area,920,1987,75,5,0.05744,0.25245,0.74755,  60 142,15183.1,264314.4,0.68272,  583 326,9.70,2.60
VN,704,Country/Area,920,1987,80,5,0.09883,0.39667,0.60333,  44 959,17833.8,180452.2,0.52841,  319 011,7.10,2.51
VN,704,Country/Area,920,1987,85,5,0.15965,0.56121,0.43879,  27 125,15222.7,95353.2,0.36769,  138 559,5.11,2.35
VN,704,Country/Area,920,1987,90,5,0.24747,0.72897,0.27103,  11 902,8676.3,35060.2,0.21022,  43 206,3.63,2.18
VN,704,Country/Area,920,1987,95,5,0.38157,0.87177,0.12823,  3 226,2812.2,7370.2,0.09522,  8 146,2.53,1.89
VN,704,Country/Area,920,1987,100,-1,0.53333,1.00000,0,   414,413.7,775.6,0,   776,1.88,1.88
VN,704,Country/Area,920,1988,0,1,0.03361,0.03268,0.96732,  100 000,3267.8,97215.9,0.96068, 7 252 972,72.53,0.15
VN,704,Country/Area,920,1988,1,4,0.00379,0.01503,0.98497,  96 732,1453.7,383126.1,0.98995, 7 155 756,73.97,1.38
VN,704,Country/Area,920,1988,5,5,0.00064,0.00318,0.99682,  95 279,303.0,475514.0,0.99739, 6 772 630,71.08,2.10
VN,704,Country/Area,920,1988,10,5,0.00055,0.00273,0.99727,  94 976,259.4,474272.4,0.99661, 6 297 116,66.30,2.67
VN,704,Country/Area,920,1988,15,5,0.00083,0.00413,0.99587,  94 716,390.8,472663.2,0.99504, 5 822 843,61.48,2.65
VN,704,Country/Area,920,1988,20,5,0.00116,0.00578,0.99422,  94 325,545.3,470319.5,0.99362, 5 350 180,56.72,2.60
VN,704,Country/Area,920,1988,25,5,0.00138,0.00686,0.99314,  93 780,643.1,467319.9,0.99280, 4 879 861,52.04,2.54
VN,704,Country/Area,920,1988,30,5,0.00151,0.00750,0.99250,  93 137,698.4,463954.9,0.99203, 4 412 541,47.38,2.52
VN,704,Country/Area,920,1988,35,5,0.00177,0.00882,0.99118,  92 439,815.4,460256.3,0.98929, 3 948 586,42.72,2.62
VN,704,Country/Area,920,1988,40,5,0.00257,0.01278,0.98722,  91 623,1171.0,455324.9,0.98551, 3 488 329,38.07,2.62
VN,704,Country/Area,920,1988,45,5,0.00332,0.01646,0.98354,  90 452,1489.3,448725.0,0.97955, 3 033 005,33.53,2.63
VN,704,Country/Area,920,1988,50,5,0.00509,0.02517,0.97483,  88 963,2239.2,439548.1,0.97047, 2 584 280,29.05,2.65
VN,704,Country/Area,920,1988,55,5,0.00695,0.03417,0.96583,  86 724,2963.7,426567.3,0.95696, 2 144 731,24.73,2.62
VN,704,Country/Area,920,1988,60,5,0.01128,0.05497,0.94503,  83 760,4604.5,408209.6,0.92816, 1 718 164,20.51,2.70
VN,704,Country/Area,920,1988,65,5,0.01914,0.09162,0.90838,  79 156,7252.0,378881.9,0.88090, 1 309 954,16.55,2.67
VN,704,Country/Area,920,1988,70,5,0.03288,0.15263,0.84737,  71 904,10975.0,333757.4,0.80436,  931 073,12.95,2.65
VN,704,Country/Area,920,1988,75,5,0.05629,0.24804,0.75196,  60 929,15112.6,268462.1,0.68770,  597 315,9.80,2.61
VN,704,Country/Area,920,1988,80,5,0.09702,0.39096,0.60904,  45 816,17912.4,184622.5,0.53427,  328 853,7.18,2.52
VN,704,Country/Area,920,1988,85,5,0.15702,0.55507,0.44493,  27 904,15488.4,98638.4,0.37340,  144 231,5.17,2.36
VN,704,Country/Area,920,1988,90,5,0.24392,0.72362,0.27638,  12 415,8983.8,36831.6,0.21463,  45 592,3.67,2.19
VN,704,Country/Area,920,1988,95,5,0.37690,0.86832,0.13168,  3 431,2979.5,7905.1,0.09765,  8 761,2.55,1.89
VN,704,Country/Area,920,1988,100,-1,0.52818,1.00000,0,   452,451.9,855.5,0,   855,1.89,1.89
VN,704,Country/Area,920,1989,0,1,0.03233,0.03146,0.96854,  100 000,3145.7,97308.5,0.96223, 7 273 634,72.74,0.14
VN,704,Country/Area,920,1989,1,4,0.00362,0.01434,0.98566,  96 854,1389.0,383804.1,0.99029, 7 176 325,74.09,1.40
VN,704,Country/Area,920,1989,5,5,0.00064,0.00322,0.99678,  95 465,307.2,476439.5,0.99736, 6 792 521,71.15,2.11
VN,704,Country/Area,920,1989,10,5,0.00055,0.00273,0.99727,  95 158,260.2,475180.8,0.99662, 6 316 082,66.37,2.66
VN,704,Country/Area,920,1989,15,5,0.00082,0.00410,0.99590,  94 898,389.2,473575.6,0.99507, 5 840 901,61.55,2.65
VN,704,Country/Area,920,1989,20,5,0.00115,0.00574,0.99426,  94 509,542.2,471242.7,0.99367, 5 367 325,56.79,2.60
VN,704,Country/Area,920,1989,25,5,0.00137,0.00681,0.99319,  93 966,639.7,468260.4,0.99285, 4 896 082,52.10,2.54
VN,704,Country/Area,920,1989,30,5,0.00150,0.00745,0.99255,  93 327,695.4,464911.2,0.99208, 4 427 822,47.44,2.52
VN,704,Country/Area,920,1989,35,5,0.00176,0.00877,0.99123,  92 631,812.4,461227.1,0.98935, 3 962 911,42.78,2.62
VN,704,Country/Area,920,1989,40,5,0.00256,0.01270,0.98730,  91 819,1166.0,456315.6,0.98560, 3 501 684,38.14,2.62
VN,704,Country/Area,920,1989,45,5,0.00330,0.01636,0.98364,  90 653,1483.4,449742.9,0.97968, 3 045 368,33.59,2.63
VN,704,Country/Area,920,1989,50,5,0.00506,0.02501,0.97499,  89 170,2229.9,440602.8,0.97066, 2 595 625,29.11,2.65
VN,704,Country/Area,920,1989,55,5,0.00690,0.03394,0.96606,  86 940,2951.0,427676.7,0.95726, 2 155 023,24.79,2.62
VN,704,Country/Area,920,1989,60,5,0.01120,0.05458,0.94542,  83 989,4584.4,409399.4,0.92866, 1 727 346,20.57,2.70
VN,704,Country/Area,920,1989,65,5,0.01900,0.09098,0.90902,  79 404,7224.5,380191.6,0.88170, 1 317 946,16.60,2.67
VN,704,Country/Area,920,1989,70,5,0.03265,0.15162,0.84838,  72 180,10943.8,335216.1,0.80562,  937 755,12.99,2.65
VN,704,Country/Area,920,1989,75,5,0.05589,0.24649,0.75351,  61 236,15094.2,270057.8,0.68944,  602 539,9.84,2.61
VN,704,Country/Area,920,1989,80,5,0.09640,0.38900,0.61100,  46 142,17949.0,186189.3,0.53627,  332 481,7.21,2.52
VN,704,Country/Area,920,1989,85,5,0.15615,0.55301,0.44699,  28 193,15590.9,99847.4,0.37527,  146 292,5.19,2.36
VN,704,Country/Area,920,1989,90,5,0.24280,0.72193,0.27807,  12 602,9097.8,37470.2,0.21596,  46 444,3.69,2.19
VN,704,Country/Area,920,1989,95,5,0.37560,0.86736,0.13264,  3 504,3039.4,8092.0,0.09828,  8 974,2.56,1.90
VN,704,Country/Area,920,1989,100,-1,0.52701,1.00000,0,   465,464.8,882.0,0,   882,1.90,1.90
VN,704,Country/Area,920,1990,0,1,0.03088,0.03008,0.96992,  100 000,3008.2,97413.7,0.96402, 7 305 593,73.06,0.14
VN,704,Country/Area,920,1990,1,4,0.00339,0.01343,0.98657,  96 992,1302.3,384593.9,0.99085, 7 208 179,74.32,1.41
VN,704,Country/Area,920,1990,5,5,0.00062,0.00307,0.99693,  95 690,294.2,477597.5,0.99747, 6 823 585,71.31,2.11
VN,704,Country/Area,920,1990,10,5,0.00053,0.00263,0.99737,  95 395,251.2,476389.4,0.99672, 6 345 988,66.52,2.66
VN,704,Country/Area,920,1990,15,5,0.00080,0.00401,0.99599,  95 144,381.1,474827.5,0.99518, 5 869 598,61.69,2.66
VN,704,Country/Area,920,1990,20,5,0.00113,0.00562,0.99438,  94 763,532.5,472537.9,0.99380, 5 394 771,56.93,2.60
VN,704,Country/Area,920,1990,25,5,0.00134,0.00667,0.99333,  94 231,628.2,469609.4,0.99300, 4 922 233,52.24,2.54
VN,704,Country/Area,920,1990,30,5,0.00146,0.00729,0.99271,  93 602,682.6,466320.8,0.99224, 4 452 624,47.57,2.52
VN,704,Country/Area,920,1990,35,5,0.00172,0.00859,0.99141,  92 920,797.9,462704.4,0.98956, 3 986 303,42.90,2.63
VN,704,Country/Area,920,1990,40,5,0.00251,0.01247,0.98753,  92 122,1148.3,457873.3,0.98585, 3 523 598,38.25,2.62
VN,704,Country/Area,920,1990,45,5,0.00324,0.01609,0.98391,  90 974,1463.9,451393.7,0.97999, 3 065 725,33.70,2.63
VN,704,Country/Area,920,1990,50,5,0.00499,0.02464,0.97536,  89 510,2205.8,442361.7,0.97108, 2 614 331,29.21,2.65
VN,704,Country/Area,920,1990,55,5,0.00680,0.03347,0.96653,  87 304,2921.8,429568.8,0.95784, 2 171 970,24.88,2.62
VN,704,Country/Area,920,1990,60,5,0.01105,0.05389,0.94611,  84 382,4547.0,411456.8,0.92951, 1 742 401,20.65,2.70
VN,704,Country/Area,920,1990,65,5,0.01878,0.08994,0.91006,  79 835,7180.8,382453.9,0.88297, 1 330 944,16.67,2.67
VN,704,Country/Area,920,1990,70,5,0.03229,0.15008,0.84992,  72 654,10904.0,337695.4,0.80742,  948 490,13.05,2.65
VN,704,Country/Area,920,1990,75,5,0.05535,0.24438,0.75562,  61 750,15090.7,272660.4,0.69184,  610 795,9.89,2.61
VN,704,Country/Area,920,1990,80,5,0.09553,0.38622,0.61378,  46 660,18021.0,188637.6,0.53915,  338 134,7.25,2.52
VN,704,Country/Area,920,1990,85,5,0.15486,0.54994,0.45006,  28 639,15749.6,101704.8,0.37819,  149 497,5.22,2.37
VN,704,Country/Area,920,1990,90,5,0.24098,0.71912,0.28088,  12 889,9268.8,38463.5,0.21835,  47 792,3.71,2.20
VN,704,Country/Area,920,1990,95,5,0.37305,0.86539,0.13461,  3 620,3133.0,8398.4,0.09971,  9 328,2.58,1.90
VN,704,Country/Area,920,1990,100,-1,0.52394,1.00000,0,   487,487.3,930.1,0,   930,1.91,1.91
VN,704,Country/Area,920,1991,0,1,0.02946,0.02873,0.97127,  100 000,2872.5,97518.7,0.96573, 7 330 911,73.31,0.14
VN,704,Country/Area,920,1991,1,4,0.00319,0.01266,0.98734,  97 127,1229.4,385344.3,0.99127, 7 233 392,74.47,1.43
VN,704,Country/Area,920,1991,5,5,0.00061,0.00305,0.99695,  95 898,292.5,478647.7,0.99749, 6 848 048,71.41,2.12
VN,704,Country/Area,920,1991,10,5,0.00052,0.00260,0.99740,  95 606,248.5,477446.1,0.99677, 6 369 400,66.62,2.66
VN,704,Country/Area,920,1991,15,5,0.00079,0.00396,0.99604,  95 357,377.2,475902.2,0.99524, 5 891 954,61.79,2.66
VN,704,Country/Area,920,1991,20,5,0.00111,0.00555,0.99445,  94 980,527.0,473634.6,0.99388, 5 416 052,57.02,2.60
VN,704,Country/Area,920,1991,25,5,0.00132,0.00659,0.99341,  94 453,622.0,470736.3,0.99308, 4 942 417,52.33,2.54
VN,704,Country/Area,920,1991,30,5,0.00145,0.00720,0.99280,  93 831,676.0,467479.5,0.99234, 4 471 681,47.66,2.52
VN,704,Country/Area,920,1991,35,5,0.00170,0.00849,0.99151,  93 155,790.8,463896.7,0.98967, 4 004 201,42.98,2.63
VN,704,Country/Area,920,1991,40,5,0.00248,0.01233,0.98767,  92 364,1138.8,459106.8,0.98600, 3 540 305,38.33,2.62
VN,704,Country/Area,920,1991,45,5,0.00321,0.01593,0.98407,  91 225,1453.3,452677.5,0.98018, 3 081 198,33.78,2.63
VN,704,Country/Area,920,1991,50,5,0.00494,0.02441,0.97559,  89 772,2191.5,443706.8,0.97135, 2 628 520,29.28,2.65
VN,704,Country/Area,920,1991,55,5,0.00674,0.03315,0.96685,  87 580,2903.6,430994.8,0.95823, 2 184 814,24.95,2.62
VN,704,Country/Area,920,1991,60,5,0.01095,0.05340,0.94660,  84 677,4521.4,412991.0,0.93013, 1 753 819,20.71,2.70
VN,704,Country/Area,920,1991,65,5,0.01861,0.08918,0.91082,  80 155,7148.6,384134.0,0.88392, 1 340 828,16.73,2.67
VN,704,Country/Area,920,1991,70,5,0.03202,0.14890,0.85110,  73 007,10871.0,339542.4,0.80884,  956 694,13.10,2.66
VN,704,Country/Area,920,1991,75,5,0.05490,0.24267,0.75733,  62 136,15078.5,274633.8,0.69377,  617 151,9.93,2.61
VN,704,Country/Area,920,1991,80,5,0.09484,0.38402,0.61598,  47 057,18071.1,190532.8,0.54140,  342 518,7.28,2.52
VN,704,Country/Area,920,1991,85,5,0.15387,0.54760,0.45240,  28 986,15872.8,103155.3,0.38035,  151 985,5.24,2.37
VN,704,Country/Area,920,1991,90,5,0.23969,0.71713,0.28287,  13 113,9404.0,39234.7,0.21996,  48 830,3.72,2.20
VN,704,Country/Area,920,1991,95,5,0.37143,0.86417,0.13583,  3 709,3205.5,8630.2,0.10053,  9 595,2.59,1.91
VN,704,Country/Area,920,1991,100,-1,0.52233,1.00000,0,   504,503.9,964.6,0,   965,1.91,1.91
VN,704,Country/Area,920,1992,0,1,0.02796,0.02730,0.97270,  100 000,2729.6,97630.4,0.96755, 7 350 361,73.50,0.13
VN,704,Country/Area,920,1992,1,4,0.00298,0.01183,0.98817,  97 270,1150.7,386142.9,0.99171, 7 252 731,74.56,1.45
VN,704,Country/Area,920,1992,5,5,0.00061,0.00303,0.99697,  96 120,290.9,479763.0,0.99750, 6 866 588,71.44,2.13
VN,704,Country/Area,920,1992,10,5,0.00052,0.00258,0.99742,  95 829,247.1,478565.1,0.99679, 6 386 825,66.65,2.66
VN,704,Country/Area,920,1992,15,5,0.00079,0.00395,0.99605,  95 582,377.1,477027.2,0.99524, 5 908 260,61.81,2.66
VN,704,Country/Area,920,1992,20,5,0.00111,0.00553,0.99447,  95 205,526.9,474758.4,0.99390, 5 431 232,57.05,2.60
VN,704,Country/Area,920,1992,25,5,0.00132,0.00657,0.99343,  94 678,621.7,471862.2,0.99310, 4 956 474,52.35,2.54
VN,704,Country/Area,920,1992,30,5,0.00144,0.00718,0.99282,  94 056,675.5,468606.8,0.99236, 4 484 612,47.68,2.52
VN,704,Country/Area,920,1992,35,5,0.00170,0.00846,0.99154,  93 381,790.1,465027.2,0.98971, 4 016 005,43.01,2.63
VN,704,Country/Area,920,1992,40,5,0.00247,0.01229,0.98771,  92 590,1138.0,460241.1,0.98604, 3 550 978,38.35,2.62
VN,704,Country/Area,920,1992,45,5,0.00320,0.01588,0.98412,  91 452,1452.6,453815.6,0.98024, 3 090 737,33.80,2.63
VN,704,Country/Area,920,1992,50,5,0.00493,0.02435,0.97565,  90 000,2191.2,444847.1,0.97143, 2 636 921,29.30,2.65
VN,704,Country/Area,920,1992,55,5,0.00672,0.03306,0.96694,  87 809,2903.3,432136.4,0.95834, 2 192 074,24.96,2.62
VN,704,Country/Area,920,1992,60,5,0.01092,0.05326,0.94674,  84 905,4522.1,414131.8,0.93029, 1 759 938,20.73,2.70
VN,704,Country/Area,920,1992,65,5,0.01857,0.08898,0.91102,  80 383,7152.5,385264.3,0.88416, 1 345 806,16.74,2.67
VN,704,Country/Area,920,1992,70,5,0.03195,0.14860,0.85140,  73 231,10882.3,340636.7,0.80919,  960 542,13.12,2.66
VN,704,Country/Area,920,1992,75,5,0.05480,0.24225,0.75775,  62 348,15103.7,275639.9,0.69425,  619 905,9.94,2.61
VN,704,Country/Area,920,1992,80,5,0.09467,0.38347,0.61653,  47 245,18116.9,191363.2,0.54197,  344 265,7.29,2.52
VN,704,Country/Area,920,1992,85,5,0.15362,0.54700,0.45300,  29 128,15932.9,103713.1,0.38091,  152 902,5.25,2.37
VN,704,Country/Area,920,1992,90,5,0.23934,0.71659,0.28341,  13 195,9455.3,39505.5,0.22041,  49 189,3.73,2.20
VN,704,Country/Area,920,1992,95,5,0.37098,0.86381,0.13619,  3 739,3230.2,8707.2,0.10080,  9 683,2.59,1.91
VN,704,Country/Area,920,1992,100,-1,0.52178,1.00000,0,   509,509.3,976.0,0,   976,1.92,1.92
VN,704,Country/Area,920,1993,0,1,0.02650,0.02590,0.97410,  100 000,2589.7,97740.9,0.96931, 7 372 701,73.73,0.13
VN,704,Country/Area,920,1993,1,4,0.00278,0.01105,0.98895,  97 410,1076.8,386912.4,0.99213, 7 274 960,74.68,1.47
VN,704,Country/Area,920,1993,5,5,0.00060,0.00300,0.99700,  96 333,289.0,480839.2,0.99753, 6 888 048,71.50,2.13
VN,704,Country/Area,920,1993,10,5,0.00051,0.00254,0.99746,  96 044,244.1,479649.5,0.99683, 6 407 209,66.71,2.65
VN,704,Country/Area,920,1993,15,5,0.00078,0.00390,0.99610,  95 800,374.0,478128.9,0.99529, 5 927 559,61.87,2.67
VN,704,Country/Area,920,1993,20,5,0.00110,0.00548,0.99452,  95 426,523.2,475875.4,0.99396, 5 449 430,57.11,2.60
VN,704,Country/Area,920,1993,25,5,0.00131,0.00651,0.99349,  94 903,617.6,473000.0,0.99316, 4 973 555,52.41,2.55
VN,704,Country/Area,920,1993,30,5,0.00143,0.00712,0.99288,  94 286,671.3,469764.9,0.99243, 4 500 555,47.73,2.52
VN,704,Country/Area,920,1993,35,5,0.00169,0.00839,0.99161,  93 614,785.7,466206.9,0.98979, 4 030 790,43.06,2.63
VN,704,Country/Area,920,1993,40,5,0.00245,0.01220,0.98780,  92 829,1132.7,461444.9,0.98614, 3 564 583,38.40,2.62
VN,704,Country/Area,920,1993,45,5,0.00318,0.01578,0.98422,  91 696,1446.9,455047.1,0.98036, 3 103 138,33.84,2.63
VN,704,Country/Area,920,1993,50,5,0.00490,0.02420,0.97580,  90 249,2184.2,446110.1,0.97159, 2 648 091,29.34,2.65
VN,704,Country/Area,920,1993,55,5,0.00668,0.03287,0.96713,  88 065,2894.8,433438.0,0.95857, 2 201 981,25.00,2.62
VN,704,Country/Area,920,1993,60,5,0.01086,0.05297,0.94703,  85 170,4511.3,415481.8,0.93066, 1 768 543,20.76,2.70
VN,704,Country/Area,920,1993,65,5,0.01847,0.08853,0.91147,  80 659,7140.8,386671.8,0.88472, 1 353 061,16.78,2.67
VN,704,Country/Area,920,1993,70,5,0.03179,0.14792,0.85208,  73 518,10874.6,342096.6,0.81000,  966 389,13.15,2.66
VN,704,Country/Area,920,1993,75,5,0.05455,0.24129,0.75871,  62 643,15115.3,277097.5,0.69533,  624 293,9.97,2.61
VN,704,Country/Area,920,1993,80,5,0.09429,0.38223,0.61777,  47 528,18166.8,192674.2,0.54324,  347 195,7.31,2.52
VN,704,Country/Area,920,1993,85,5,0.15307,0.54567,0.45433,  29 361,16021.5,104668.8,0.38215,  154 521,5.26,2.37
VN,704,Country/Area,920,1993,90,5,0.23859,0.71543,0.28457,  13 340,9543.6,39999.3,0.22137,  49 852,3.74,2.20
VN,704,Country/Area,920,1993,95,5,0.37000,0.86305,0.13695,  3 796,3276.2,8854.6,0.10132,  9 853,2.60,1.91
VN,704,Country/Area,920,1993,100,-1,0.52075,1.00000,0,   520,519.9,998.3,0,   998,1.92,1.92
VN,704,Country/Area,920,1994,0,1,0.02510,0.02456,0.97544,  100 000,2456.3,97847.6,0.97098, 7 396 115,73.96,0.12
VN,704,Country/Area,920,1994,1,4,0.00260,0.01032,0.98968,  97 544,1007.0,387643.1,0.99253, 7 298 267,74.82,1.49
VN,704,Country/Area,920,1994,5,5,0.00059,0.00297,0.99703,  96 537,286.4,481865.2,0.99755, 6 910 624,71.59,2.14
VN,704,Country/Area,920,1994,10,5,0.00050,0.00250,0.99750,  96 250,241.0,480685.3,0.99687, 6 428 759,66.79,2.65
VN,704,Country/Area,920,1994,15,5,0.00077,0.00387,0.99613,  96 009,371.1,479181.4,0.99533, 5 948 074,61.95,2.67
VN,704,Country/Area,920,1994,20,5,0.00109,0.00543,0.99457,  95 638,519.3,476943.1,0.99402, 5 468 892,57.18,2.60
VN,704,Country/Area,920,1994,25,5,0.00129,0.00644,0.99356,  95 119,612.9,474090.2,0.99323, 4 991 949,52.48,2.55
VN,704,Country/Area,920,1994,30,5,0.00141,0.00705,0.99295,  94 506,666.2,470879.2,0.99250, 4 517 859,47.81,2.52
VN,704,Country/Area,920,1994,35,5,0.00167,0.00831,0.99169,  93 840,780.0,467348.0,0.98988, 4 046 980,43.13,2.63
VN,704,Country/Area,920,1994,40,5,0.00243,0.01209,0.98791,  93 060,1125.2,462618.9,0.98626, 3 579 632,38.47,2.62
VN,704,Country/Area,920,1994,45,5,0.00315,0.01565,0.98435,  91 935,1438.5,456260.9,0.98052, 3 117 013,33.90,2.63
VN,704,Country/Area,920,1994,50,5,0.00486,0.02401,0.97599,  90 496,2173.1,447371.9,0.97181, 2 660 752,29.40,2.65
VN,704,Country/Area,920,1994,55,5,0.00663,0.03262,0.96738,  88 323,2881.0,434762.2,0.95888, 2 213 380,25.06,2.62
VN,704,Country/Area,920,1994,60,5,0.01078,0.05258,0.94742,  85 442,4492.5,416886.4,0.93115, 1 778 618,20.82,2.70
VN,704,Country/Area,920,1994,65,5,0.01834,0.08793,0.91207,  80 949,7117.8,388182.2,0.88547, 1 361 731,16.82,2.67
VN,704,Country/Area,920,1994,70,5,0.03157,0.14698,0.85302,  73 832,10852.1,343724.1,0.81113,  973 549,13.19,2.66
VN,704,Country/Area,920,1994,75,5,0.05419,0.23991,0.76009,  62 980,15109.6,278806.1,0.69691,  629 825,10.00,2.61
VN,704,Country/Area,920,1994,80,5,0.09372,0.38040,0.61960,  47 870,18209.7,194302.6,0.54517,  351 019,7.33,2.53
VN,704,Country/Area,920,1994,85,5,0.15222,0.54362,0.45638,  29 660,16124.0,105927.4,0.38408,  156 716,5.28,2.37
VN,704,Country/Area,920,1994,90,5,0.23741,0.71356,0.28644,  13 536,9659.1,40685.0,0.22296,  50 789,3.75,2.21
VN,704,Country/Area,920,1994,95,5,0.36836,0.86177,0.13823,  3 877,3341.4,9071.0,0.10222,  10 104,2.61,1.91
VN,704,Country/Area,920,1994,100,-1,0.51889,1.00000,0,   536,535.9,1032.9,0,  1 033,1.93,1.93
VN,704,Country/Area,920,1995,0,1,0.02373,0.02324,0.97676,  100 000,2324.4,97953.9,0.97260, 7 454 306,74.54,0.12
VN,704,Country/Area,920,1995,1,4,0.00241,0.00959,0.99041,  97 676,936.6,388348.4,0.99307, 7 356 352,75.31,1.49
VN,704,Country/Area,920,1995,5,5,0.00055,0.00277,0.99723,  96 739,267.5,482930.4,0.99771, 6 968 004,72.03,2.14
VN,704,Country/Area,920,1995,10,5,0.00047,0.00235,0.99765,  96 471,226.7,481824.5,0.99706, 6 485 073,67.22,2.65
VN,704,Country/Area,920,1995,15,5,0.00073,0.00364,0.99636,  96 245,350.7,480406.2,0.99559, 6 003 249,62.37,2.67
VN,704,Country/Area,920,1995,20,5,0.00103,0.00513,0.99487,  95 894,492.0,478288.0,0.99434, 5 522 842,57.59,2.60
VN,704,Country/Area,920,1995,25,5,0.00122,0.00609,0.99391,  95 402,581.4,475583.2,0.99359, 5 044 554,52.88,2.55
VN,704,Country/Area,920,1995,30,5,0.00134,0.00667,0.99333,  94 821,632.5,472536.2,0.99290, 4 568 971,48.19,2.52
VN,704,Country/Area,920,1995,35,5,0.00158,0.00788,0.99212,  94 188,742.3,469180.2,0.99039, 4 096 435,43.49,2.63
VN,704,Country/Area,920,1995,40,5,0.00231,0.01151,0.98849,  93 446,1075.2,464669.9,0.98690, 3 627 255,38.82,2.62
VN,704,Country/Area,920,1995,45,5,0.00301,0.01495,0.98505,  92 371,1380.7,458580.5,0.98135, 3 162 585,34.24,2.63
VN,704,Country/Area,920,1995,50,5,0.00465,0.02302,0.97698,  90 990,2094.7,450027.3,0.97297, 2 704 004,29.72,2.65
VN,704,Country/Area,920,1995,55,5,0.00635,0.03128,0.96872,  88 895,2780.9,437862.7,0.96054, 2 253 977,25.36,2.62
VN,704,Country/Area,920,1995,60,5,0.01034,0.05052,0.94948,  86 114,4350.3,420582.7,0.93373, 1 816 114,21.09,2.70
VN,704,Country/Area,920,1995,65,5,0.01764,0.08473,0.91527,  81 764,6928.1,392711.0,0.88944, 1 395 532,17.07,2.67
VN,704,Country/Area,920,1995,70,5,0.03044,0.14207,0.85793,  74 836,10631.6,349294.5,0.81703, 1 002 821,13.40,2.66
VN,704,Country/Area,920,1995,75,5,0.05238,0.23282,0.76718,  64 204,14948.1,285384.6,0.70500,  653 526,10.18,2.62
VN,704,Country/Area,920,1995,80,5,0.09084,0.37106,0.62894,  49 256,18276.8,201196.6,0.55486,  368 142,7.47,2.53
VN,704,Country/Area,920,1995,85,5,0.14801,0.53335,0.46665,  30 979,16522.8,111635.9,0.39378,  166 945,5.39,2.38
VN,704,Country/Area,920,1995,90,5,0.23162,0.70432,0.29568,  14 456,10182.0,43960.4,0.23065,  55 309,3.83,2.22
VN,704,Country/Area,920,1995,95,5,0.36072,0.85564,0.14436,  4 274,3657.4,10139.3,0.10657,  11 349,2.66,1.93
VN,704,Country/Area,920,1995,100,-1,0.51020,1.00000,0,   617,617.1,1209.5,0,  1 209,1.96,1.96
VN,704,Country/Area,920,1996,0,1,0.02248,0.02204,0.97796,  100 000,2204.4,98051.6,0.97400, 7 501 920,75.02,0.12
VN,704,Country/Area,920,1996,1,4,0.00230,0.00913,0.99087,  97 796,892.9,388946.4,0.99335, 7 403 869,75.71,1.50
VN,704,Country/Area,920,1996,5,5,0.00055,0.00273,0.99727,  96 903,264.9,483759.3,0.99774, 7 014 922,72.39,2.15
VN,704,Country/Area,920,1996,10,5,0.00046,0.00229,0.99771,  96 638,221.7,482666.4,0.99715, 6 531 163,67.58,2.64
VN,704,Country/Area,920,1996,15,5,0.00070,0.00351,0.99649,  96 416,338.8,481290.7,0.99575, 6 048 497,62.73,2.67
VN,704,Country/Area,920,1996,20,5,0.00099,0.00493,0.99507,  96 077,474.1,479247.6,0.99456, 5 567 206,57.95,2.60
VN,704,Country/Area,920,1996,25,5,0.00118,0.00586,0.99414,  95 603,560.6,476640.8,0.99383, 5 087 958,53.22,2.55
