ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,1966,20,5,0.00307,0.01526,0.98474,  87 568,1336.2,434588.6,0.98340, 4 367 285,49.87,2.57
VN,704,Country/Area,920,1966,25,5,0.00361,0.01790,0.98210,  86 232,1543.6,427375.8,0.98105, 3 932 696,45.61,2.55
VN,704,Country/Area,920,1966,30,5,0.00401,0.01988,0.98012,  84 689,1683.4,419279.0,0.97888, 3 505 320,41.39,2.53
VN,704,Country/Area,920,1966,35,5,0.00464,0.02293,0.97707,  83 005,1903.6,410423.8,0.97396, 3 086 041,37.18,2.58
VN,704,Country/Area,920,1966,40,5,0.00594,0.02928,0.97072,  81 102,2374.3,399736.1,0.96801, 2 675 618,32.99,2.57
VN,704,Country/Area,920,1966,45,5,0.00714,0.03511,0.96489,  78 727,2764.1,386946.7,0.95932, 2 275 881,28.91,2.58
VN,704,Country/Area,920,1966,50,5,0.00969,0.04735,0.95265,  75 963,3596.8,371205.1,0.94533, 1 888 935,24.87,2.61
VN,704,Country/Area,920,1966,55,5,0.01301,0.06309,0.93691,  72 367,4565.6,350911.6,0.92270, 1 517 730,20.97,2.61
VN,704,Country/Area,920,1966,60,5,0.02002,0.09561,0.90439,  67 801,6482.6,323785.2,0.87987, 1 166 818,17.21,2.65
VN,704,Country/Area,920,1966,65,5,0.03211,0.14920,0.85080,  61 318,9148.7,284887.7,0.81362,  843 033,13.75,2.63
VN,704,Country/Area,920,1966,70,5,0.05165,0.22948,0.77052,  52 170,11971.9,231789.7,0.72501,  558 145,10.70,2.57
VN,704,Country/Area,920,1966,75,5,0.07932,0.33161,0.66839,  40 198,13329.9,168049.6,0.59876,  326 356,8.12,2.53
VN,704,Country/Area,920,1966,80,5,0.13070,0.48949,0.51051,  26 868,13151.6,100620.7,0.43537,  158 306,5.89,2.44
VN,704,Country/Area,920,1966,85,5,0.20584,0.65740,0.34260,  13 716,9017.1,43807.2,0.27789,  57 685,4.21,2.25
VN,704,Country/Area,920,1966,90,5,0.31494,0.81584,0.18416,  4 699,3833.8,12173.4,0.13386,  13 878,2.95,2.05
VN,704,Country/Area,920,1966,95,5,0.49844,0.93852,0.06148,   865,812.2,1629.5,0.04412,  1 705,1.97,1.68
VN,704,Country/Area,920,1966,100,-1,0.70746,1.00000,0,   53,53.2,75.2,0,   75,1.41,1.41
VN,704,Country/Area,920,1967,0,1,0.05596,0.05360,0.94640,  100 000,5359.6,95770.1,0.93243, 6 169 793,61.70,0.21
VN,704,Country/Area,920,1967,1,4,0.00942,0.03687,0.96313,  94 640,3489.3,370446.8,0.96757, 6 074 023,64.18,1.67
VN,704,Country/Area,920,1967,5,5,0.00361,0.01789,0.98211,  91 151,1630.6,451097.4,0.98716, 5 703 576,62.57,2.14
VN,704,Country/Area,920,1967,10,5,0.00203,0.01009,0.98991,  89 520,903.6,445306.0,0.98931, 5 252 478,58.67,2.46
VN,704,Country/Area,920,1967,15,5,0.00241,0.01201,0.98799,  88 617,1063.9,440543.7,0.98635, 4 807 173,54.25,2.61
VN,704,Country/Area,920,1967,20,5,0.00306,0.01518,0.98482,  87 553,1329.3,434530.0,0.98348, 4 366 629,49.87,2.57
VN,704,Country/Area,920,1967,25,5,0.00359,0.01782,0.98218,  86 224,1536.3,427350.0,0.98116, 3 932 099,45.60,2.55
VN,704,Country/Area,920,1967,30,5,0.00399,0.01975,0.98025,  84 687,1672.5,419298.9,0.97902, 3 504 749,41.38,2.53
VN,704,Country/Area,920,1967,35,5,0.00461,0.02279,0.97721,  83 015,1892.3,410501.3,0.97406, 3 085 450,37.17,2.58
VN,704,Country/Area,920,1967,40,5,0.00593,0.02923,0.97077,  81 123,2371.6,399852.0,0.96798, 2 674 949,32.97,2.57
VN,704,Country/Area,920,1967,45,5,0.00716,0.03519,0.96481,  78 751,2771.0,387049.6,0.95922, 2 275 097,28.89,2.58
VN,704,Country/Area,920,1967,50,5,0.00971,0.04746,0.95254,  75 980,3606.0,371265.6,0.94522, 1 888 047,24.85,2.61
VN,704,Country/Area,920,1967,55,5,0.01304,0.06320,0.93680,  72 374,4574.4,350927.0,0.92254, 1 516 781,20.96,2.61
VN,704,Country/Area,920,1967,60,5,0.02007,0.09584,0.90416,  67 800,6498.2,323743.4,0.87954, 1 165 854,17.20,2.65
VN,704,Country/Area,920,1967,65,5,0.03222,0.14965,0.85035,  61 301,9173.6,284744.0,0.81308,  842 111,13.74,2.63
VN,704,Country/Area,920,1967,70,5,0.05178,0.22996,0.77004,  52 128,11987.2,231521.0,0.72500,  557 367,10.69,2.57
VN,704,Country/Area,920,1967,75,5,0.07920,0.33117,0.66883,  40 141,13293.3,167853.1,0.59899,  325 846,8.12,2.53
VN,704,Country/Area,920,1967,80,5,0.13077,0.48973,0.51027,  26 847,13148.0,100541.9,0.43460,  157 993,5.88,2.44
VN,704,Country/Area,920,1967,85,5,0.20656,0.65883,0.34117,  13 699,9025.7,43696.0,0.27626,  57 451,4.19,2.25
VN,704,Country/Area,920,1967,90,5,0.31638,0.81715,0.18285,  4 674,3819.2,12071.5,0.13350,  13 755,2.94,2.04
VN,704,Country/Area,920,1967,95,5,0.49794,0.93897,0.06103,   855,802.5,1611.5,0.04280,  1 684,1.97,1.68
VN,704,Country/Area,920,1967,100,-1,0.72380,1.00000,0,   52,52.2,72.1,0,   72,1.38,1.38
VN,704,Country/Area,920,1968,0,1,0.06151,0.05871,0.94129,  100 000,5871.3,95456.4,0.92292, 5 885 949,58.86,0.23
VN,704,Country/Area,920,1968,1,4,0.01226,0.04767,0.95233,  94 129,4487.2,366001.2,0.95849, 5 790 492,61.52,1.66
VN,704,Country/Area,920,1968,5,5,0.00466,0.02301,0.97699,  89 642,2062.4,442303.1,0.98384, 5 424 491,60.51,2.14
VN,704,Country/Area,920,1968,10,5,0.00245,0.01219,0.98781,  87 579,1067.4,435157.7,0.98743, 4 982 188,56.89,2.44
